ESCOLA                    | CICLO           | SEMANA       | TURMA                     | DIA      | PER | MATÉRIA
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 6   | Administração Pública Aplicada - Inteligência Policial e Análise Criminal
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 6   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 6   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 7   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 7   | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 7   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 7   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 7   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 8   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 8   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 9   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 9   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 10  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 11  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 12  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quarta   | 3   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quarta   | 5   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quarta   | 6   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quarta   | 7   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quarta   | 11  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quarta   | 12  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 1   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 2   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 3   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 4   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 7   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 7   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 7   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 7   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 7   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 8   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 9   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 10  | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | quinta   | 10  | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 1   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 1   | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 3   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 3   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 4   | Administração Pública Aplicada - Inteligência Policial e Análise Criminal
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 4   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 5   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 5   | Administração Pública Aplicada - Inteligência Policial e Análise Criminal
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 6   | Administração Pública Aplicada - Inteligência Policial e Análise Criminal
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 7   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 7   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 7   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 7   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 8   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 8   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 8   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 9   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 9   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 9   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 9   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 9   | AMT - I – 9mm Decisão de tiro 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 10  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 10  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 11  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 11  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | segunda  | 12  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 1   | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 3   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 4   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 5   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 7   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 8   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 8   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 9   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 9   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | sexta    | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 7   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 7   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 8   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 9   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 10  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 10  | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 10  | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 02    | 2º PELOTÃO 2026           | terca    | 11  | Administração Pública aplicada  - Legislação e Pessoal 
